"subject" "activity" "variable" "value"
"2302" 24 "WALKING" "tBodyGyroJerkmeanX" -0.0625311679982759
"2303" 24 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0914145014654545
"2304" 24 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.146800845605424
"2305" 25 "LAYING" "tBodyGyroJerkmeanX" -0.101646999342466
"2306" 25 "SITTING" "tBodyGyroJerkmeanX" -0.0954801379692308
"2307" 25 "STANDING" "tBodyGyroJerkmeanX" -0.100473697756757
"2308" 25 "WALKING" "tBodyGyroJerkmeanX" -0.102377269321622
"2309" 25 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.127952445399655
"2310" 25 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.126481161061538
"2311" 26 "LAYING" "tBodyGyroJerkmeanX" -0.100368640868421
"2312" 26 "SITTING" "tBodyGyroJerkmeanX" -0.095984817
"2313" 26 "STANDING" "tBodyGyroJerkmeanX" -0.100355997108108
"2314" 26 "WALKING" "tBodyGyroJerkmeanX" -0.099411456038983
"2315" 26 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0992465275036
"2316" 26 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.0975590199454545
"2317" 27 "LAYING" "tBodyGyroJerkmeanX" -0.101147695256757
"2318" 27 "SITTING" "tBodyGyroJerkmeanX" -0.0951635808
"2319" 27 "STANDING" "tBodyGyroJerkmeanX" -0.0987605078625
"2320" 27 "WALKING" "tBodyGyroJerkmeanX" -0.0786163508824035
"2321" 27 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0515814754272727
"2322" 27 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.0937518711117647
"2323" 28 "LAYING" "tBodyGyroJerkmeanX" -0.1045116270375
"2324" 28 "SITTING" "tBodyGyroJerkmeanX" -0.0953935055833333
"2325" 28 "STANDING" "tBodyGyroJerkmeanX" -0.102248409070886
"2326" 28 "WALKING" "tBodyGyroJerkmeanX" -0.092974671262963
"2327" 28 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0266492977565217
"2328" 28 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.080568055454902
"2329" 29 "LAYING" "tBodyGyroJerkmeanX" -0.0995339880724638
"2330" 29 "SITTING" "tBodyGyroJerkmeanX" -0.0953636995833333
"2331" 29 "STANDING" "tBodyGyroJerkmeanX" -0.0988701505538462
"2332" 29 "WALKING" "tBodyGyroJerkmeanX" -0.10688830318283
"2333" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0743986469979167
"2334" 29 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.130429072653061
"2335" 30 "LAYING" "tBodyGyroJerkmeanX" -0.102277358585714
"2336" 30 "SITTING" "tBodyGyroJerkmeanX" -0.095270767516129
"2337" 30 "STANDING" "tBodyGyroJerkmeanX" -0.0997160228220339
"2338" 30 "WALKING" "tBodyGyroJerkmeanX" -0.0873839917276923
"2339" 30 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0615954583870968
"2340" 30 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.108414261326154
"2341" 1 "LAYING" "tBodyGyroJerkmeanY" -0.04151728689
"2342" 1 "SITTING" "tBodyGyroJerkmeanY" -0.0402118124255319
"2343" 1 "STANDING" "tBodyGyroJerkmeanY" -0.0440627877924528
"2344" 1 "WALKING" "tBodyGyroJerkmeanY" -0.0398428709463158
"2345" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0439902783367347
"2346" 1 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0421485884509434
"2347" 2 "LAYING" "tBodyGyroJerkmeanY" -0.0358590176083333
"2348" 2 "SITTING" "tBodyGyroJerkmeanY" -0.0415602029130435
"2349" 2 "STANDING" "tBodyGyroJerkmeanY" -0.042241953537037
"2350" 2 "WALKING" "tBodyGyroJerkmeanY" -0.0538299449067797
"2351" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0421470257531915
"2352" 2 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0424053708458333
"2353" 3 "LAYING" "tBodyGyroJerkmeanY" -0.0389771765322581
"2354" 3 "SITTING" "tBodyGyroJerkmeanY" -0.0360909881807692
"2355" 3 "STANDING" "tBodyGyroJerkmeanY" -0.0472415819016393
"2356" 3 "WALKING" "tBodyGyroJerkmeanY" -0.0387874651724138
"2357" 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0391567930959184
"2358" 3 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0400372510491525
"2359" 4 "LAYING" "tBodyGyroJerkmeanY" -0.0381230432222222
"2360" 4 "SITTING" "tBodyGyroJerkmeanY" -0.041848389996
"2361" 4 "STANDING" "tBodyGyroJerkmeanY" -0.0461257201357143
"2362" 4 "WALKING" "tBodyGyroJerkmeanY" -0.0393474489133333
"2363" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0348434913444444
"2364" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0390508828865385
"2365" 5 "LAYING" "tBodyGyroJerkmeanY" -0.0404446925288462
"2366" 5 "SITTING" "tBodyGyroJerkmeanY" -0.0454702982386364
"2367" 5 "STANDING" "tBodyGyroJerkmeanY" -0.0399108188821429
"2368" 5 "WALKING" "tBodyGyroJerkmeanY" -0.0449559531089286
"2369" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0708296588478723
"2370" 5 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0559895777393617
"2371" 6 "LAYING" "tBodyGyroJerkmeanY" -0.0424104289992982
"2372" 6 "SITTING" "tBodyGyroJerkmeanY" -0.0333986700025455
"2373" 6 "STANDING" "tBodyGyroJerkmeanY" -0.0428828304736842
"2374" 6 "WALKING" "tBodyGyroJerkmeanY" -0.0362308971842105
"2375" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0768089915604167
"2376" 6 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0457705354509804
"2377" 7 "LAYING" "tBodyGyroJerkmeanY" -0.0358897425826923
"2378" 7 "SITTING" "tBodyGyroJerkmeanY" -0.0396444885
"2379" 7 "STANDING" "tBodyGyroJerkmeanY" -0.0412797611886792
"2380" 7 "WALKING" "tBodyGyroJerkmeanY" -0.0447766029745614
"2381" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0381904275744681
"2382" 7 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0482219105196078
"2383" 8 "LAYING" "tBodyGyroJerkmeanY" -0.0389735198722222
"2384" 8 "SITTING" "tBodyGyroJerkmeanY" -0.0402673770652174
"2385" 8 "STANDING" "tBodyGyroJerkmeanY" -0.0485190684259259
"2386" 8 "WALKING" "tBodyGyroJerkmeanY" -0.0314880905541667
"2387" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0534969692794737
"2388" 8 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.027919577097561
"2389" 9 "LAYING" "tBodyGyroJerkmeanY" -0.027552256948
"2390" 9 "SITTING" "tBodyGyroJerkmeanY" -0.046663441472
"2391" 9 "STANDING" "tBodyGyroJerkmeanY" -0.0419199574333333
"2392" 9 "WALKING" "tBodyGyroJerkmeanY" -0.0356283427038462
"2393" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0597608334619048
"2394" 9 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0302797452408163
"2395" 10 "LAYING" "tBodyGyroJerkmeanY" -0.0388797920413793
"2396" 10 "SITTING" "tBodyGyroJerkmeanY" -0.0411216540925926
"2397" 10 "STANDING" "tBodyGyroJerkmeanY" -0.0371593000727273
"2398" 10 "WALKING" "tBodyGyroJerkmeanY" -0.0519204981037736
"2399" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0489378053157895
"2400" 10 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0372348522521277
"2401" 11 "LAYING" "tBodyGyroJerkmeanY" -0.0412391429298246
"2402" 11 "SITTING" "tBodyGyroJerkmeanY" -0.0392813049264151
"2403" 11 "STANDING" "tBodyGyroJerkmeanY" -0.0395992140851064
"2404" 11 "WALKING" "tBodyGyroJerkmeanY" -0.0514172549559322
"2405" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0520272987304348
"2406" 11 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0719834687944444
"2407" 12 "LAYING" "tBodyGyroJerkmeanY" -0.0410675310833333
"2408" 12 "SITTING" "tBodyGyroJerkmeanY" -0.0387477474705882
"2409" 12 "STANDING" "tBodyGyroJerkmeanY" -0.0409520826508197
"2410" 12 "WALKING" "tBodyGyroJerkmeanY" -0.049852604592
"2411" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0609177195869565
"2412" 12 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0335406569057692
"2413" 13 "LAYING" "tBodyGyroJerkmeanY" -0.0417744000370968
"2414" 13 "SITTING" "tBodyGyroJerkmeanY" -0.041036688077551
"2415" 13 "STANDING" "tBodyGyroJerkmeanY" -0.0412872577807018
"2416" 13 "WALKING" "tBodyGyroJerkmeanY" -0.0319849271912281
"2417" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0669414080765958
"2418" 13 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0453051954036364
"2419" 14 "LAYING" "tBodyGyroJerkmeanY" -0.0372677398193922
"2420" 14 "SITTING" "tBodyGyroJerkmeanY" -0.0434577295055556
"2421" 14 "STANDING" "tBodyGyroJerkmeanY" -0.04500967927
"2422" 14 "WALKING" "tBodyGyroJerkmeanY" -0.0438969529084746
"2423" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0740589810844444
"2424" 14 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0207749732407407
"2425" 15 "LAYING" "tBodyGyroJerkmeanY" -0.0415878968152778
"2426" 15 "SITTING" "tBodyGyroJerkmeanY" -0.0396068774557627
"2427" 15 "STANDING" "tBodyGyroJerkmeanY" -0.0438507492018868
"2428" 15 "WALKING" "tBodyGyroJerkmeanY" -0.0552536572125926
"2429" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0495415503071429
"2430" 15 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0365419164020833
"2431" 16 "LAYING" "tBodyGyroJerkmeanY" -0.0347735325871429
"2432" 16 "SITTING" "tBodyGyroJerkmeanY" -0.0450369280637681
"2433" 16 "STANDING" "tBodyGyroJerkmeanY" -0.0424982241410256
"2434" 16 "WALKING" "tBodyGyroJerkmeanY" -0.0433876843176471
"2435" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0567686629753191
"2436" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0296211298558824
"2437" 17 "LAYING" "tBodyGyroJerkmeanY" -0.0361961143943662
"2438" 17 "SITTING" "tBodyGyroJerkmeanY" -0.0411134199378125
"2439" 17 "STANDING" "tBodyGyroJerkmeanY" -0.0404518753974359
"2440" 17 "WALKING" "tBodyGyroJerkmeanY" -0.0379251328622951
"2441" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0381702367441304
"2442" 17 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0414496328508333
"2443" 18 "LAYING" "tBodyGyroJerkmeanY" -0.0393440191846154
"2444" 18 "SITTING" "tBodyGyroJerkmeanY" -0.0397125591491228
"2445" 18 "STANDING" "tBodyGyroJerkmeanY" -0.0406573412739726
"2446" 18 "WALKING" "tBodyGyroJerkmeanY" -0.0433771125875
"2447" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0509120258890909
"2448" 18 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0527472610827586
"2449" 19 "LAYING" "tBodyGyroJerkmeanY" -0.0371476597051807
"2450" 19 "SITTING" "tBodyGyroJerkmeanY" -0.0425170215068493
"2451" 19 "STANDING" "tBodyGyroJerkmeanY" -0.0422918533780822
"2452" 19 "WALKING" "tBodyGyroJerkmeanY" -0.0307128442115385
"2453" 19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0394612603358974
"2454" 19 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0346288461475
"2455" 20 "LAYING" "tBodyGyroJerkmeanY" -0.038776298
"2456" 20 "SITTING" "tBodyGyroJerkmeanY" -0.0407299244348485
"2457" 20 "STANDING" "tBodyGyroJerkmeanY" -0.0432152397506849
"2458" 20 "WALKING" "tBodyGyroJerkmeanY" -0.0514175758627451
"2459" 20 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0577371504488889
"2460" 20 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0189816250372549
"2461" 21 "LAYING" "tBodyGyroJerkmeanY" -0.0346275066055556
"2462" 21 "SITTING" "tBodyGyroJerkmeanY" -0.0391483428502824
"2463" 21 "STANDING" "tBodyGyroJerkmeanY" -0.0404300756516854
"2464" 21 "WALKING" "tBodyGyroJerkmeanY" -0.0515650260576923
"2465" 21 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.07359521674
"2466" 21 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0132022768074468
"2467" 22 "LAYING" "tBodyGyroJerkmeanY" -0.037608730565
"2468" 22 "SITTING" "tBodyGyroJerkmeanY" -0.0423409822741935
"2469" 22 "STANDING" "tBodyGyroJerkmeanY" -0.0420998733444444
"2470" 22 "WALKING" "tBodyGyroJerkmeanY" -0.0321910702173913
"2471" 22 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0355171408083333
"2472" 22 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0381312609738095
"2473" 23 "LAYING" "tBodyGyroJerkmeanY" -0.0372449750569444
"2474" 23 "SITTING" "tBodyGyroJerkmeanY" -0.0434602554691176
"2475" 23 "STANDING" "tBodyGyroJerkmeanY" -0.0416774165735294
"2476" 23 "WALKING" "tBodyGyroJerkmeanY" -0.0516704755661017
"2477" 23 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0352891614740741
"2478" 23 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0523943787039216
"2479" 24 "LAYING" "tBodyGyroJerkmeanY" -0.0382323710416667
"2480" 24 "SITTING" "tBodyGyroJerkmeanY" -0.040616936
"2481" 24 "STANDING" "tBodyGyroJerkmeanY" -0.0431738608
"2482" 24 "WALKING" "tBodyGyroJerkmeanY" -0.0502895008551724
"2483" 24 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0291766311418182
"2484" 24 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0317350582050847
"2485" 25 "LAYING" "tBodyGyroJerkmeanY" -0.0426718870280822
"2486" 25 "SITTING" "tBodyGyroJerkmeanY" -0.0391651423907692
"2487" 25 "STANDING" "tBodyGyroJerkmeanY" -0.0418294632148649
"2488" 25 "WALKING" "tBodyGyroJerkmeanY" -0.0398986518064865
"2489" 25 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0415203345874138
"2490" 25 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0281452998369231
"2491" 26 "LAYING" "tBodyGyroJerkmeanY" -0.0396682720394737
"2492" 26 "SITTING" "tBodyGyroJerkmeanY" -0.0403070205666667
"2493" 26 "STANDING" "tBodyGyroJerkmeanY" -0.0409011992972973
"2494" 26 "WALKING" "tBodyGyroJerkmeanY" -0.0456538283033898
"2495" 26 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.037268109685
"2496" 26 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0386244096705455
"2497" 27 "LAYING" "tBodyGyroJerkmeanY" -0.0362186160902703
"2498" 27 "SITTING" "tBodyGyroJerkmeanY" -0.0396410809285714
"2499" 27 "STANDING" "tBodyGyroJerkmeanY" -0.0417471753375
"2500" 27 "WALKING" "tBodyGyroJerkmeanY" -0.0476974404561403
"2501" 27 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0642023574227273
"2502" 27 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0509235220237255
"2503" 28 "LAYING" "tBodyGyroJerkmeanY" -0.03560100499625
"2504" 28 "SITTING" "tBodyGyroJerkmeanY" -0.0408007786402778
"2505" 28 "STANDING" "tBodyGyroJerkmeanY" -0.0431364662518987
"2506" 28 "WALKING" "tBodyGyroJerkmeanY" -0.0515394449611111
"2507" 28 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0570410865136957
"2508" 28 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0492552129156863
"2509" 29 "LAYING" "tBodyGyroJerkmeanY" -0.0386768295072464
"2510" 29 "SITTING" "tBodyGyroJerkmeanY" -0.040001843485
"2511" 29 "STANDING" "tBodyGyroJerkmeanY" -0.0405110578461538
"2512" 29 "WALKING" "tBodyGyroJerkmeanY" -0.0479898124113208
"2513" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0671482305364583
"2514" 29 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0511035119816327
"2515" 30 "LAYING" "tBodyGyroJerkmeanY" -0.0384875867528571
"2516" 30 "SITTING" "tBodyGyroJerkmeanY" -0.0407930587264516
"2517" 30 "STANDING" "tBodyGyroJerkmeanY" -0.0437759700423729
"2518" 30 "WALKING" "tBodyGyroJerkmeanY" -0.0617028868769231
"2519" 30 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0496807640258064
"2520" 30 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0141113353615385
"2521" 1 "LAYING" "tBodyGyroJerkmeanZ" -0.0740501211
"2522" 1 "SITTING" "tBodyGyroJerkmeanZ" -0.046702627
"2523" 1 "STANDING" "tBodyGyroJerkmeanZ" -0.0489505466716981
"2524" 1 "WALKING" "tBodyGyroJerkmeanZ" -0.0461309295021053
"2525" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0270461061061224
"2526" 1 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0407125527654717
"2527" 2 "LAYING" "tBodyGyroJerkmeanZ" -0.0701783020833333
"2528" 2 "SITTING" "tBodyGyroJerkmeanZ" -0.04358509665
"2529" 2 "STANDING" "tBodyGyroJerkmeanZ" -0.0546539479425926
"2530" 2 "WALKING" "tBodyGyroJerkmeanZ" -0.0514939156830508
"2531" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0710229816893617
"2532" 2 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0445157481625
"2533" 3 "LAYING" "tBodyGyroJerkmeanZ" -0.06873387
"2534" 3 "SITTING" "tBodyGyroJerkmeanZ" -0.0590079966686538
"2535" 3 "STANDING" "tBodyGyroJerkmeanZ" -0.0416832156688525
"2536" 3 "WALKING" "tBodyGyroJerkmeanZ" -0.0503616100815517
"2537" 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0416193131122449
"2538" 3 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0498180874305085
"2539" 4 "LAYING" "tBodyGyroJerkmeanZ" -0.0712156288333333
"2540" 4 "SITTING" "tBodyGyroJerkmeanZ" -0.0489964351672
"2541" 4 "STANDING" "tBodyGyroJerkmeanZ" -0.0490753497867857
"2542" 4 "WALKING" "tBodyGyroJerkmeanZ" -0.0551166852766667
"2543" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0492836435688889
"2544" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0722496260807692
"2545" 5 "LAYING" "tBodyGyroJerkmeanZ" -0.07083096875
"2546" 5 "SITTING" "tBodyGyroJerkmeanZ" -0.0487714733568182
"2547" 5 "STANDING" "tBodyGyroJerkmeanZ" -0.0422221341625
"2548" 5 "WALKING" "tBodyGyroJerkmeanZ" -0.0482679596035714
"2549" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0399656935617021
"2550" 5 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0534895401
"2551" 6 "LAYING" "tBodyGyroJerkmeanZ" -0.0717774743859649
"2552" 6 "SITTING" "tBodyGyroJerkmeanZ" -0.0465504310978182
"2553" 6 "STANDING" "tBodyGyroJerkmeanZ" -0.0506432189438596
"2554" 6 "WALKING" "tBodyGyroJerkmeanZ" -0.0539597284210526
"2555" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0372228650416667
"2556" 6 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0576800048435294
"2557" 7 "LAYING" "tBodyGyroJerkmeanZ" -0.0671901794615385
"2558" 7 "SITTING" "tBodyGyroJerkmeanZ" -0.0454566269166667
"2559" 7 "STANDING" "tBodyGyroJerkmeanZ" -0.0545390015471698
"2560" 7 "WALKING" "tBodyGyroJerkmeanZ" -0.0495713093294737
"2561" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0789469342553192
"2562" 7 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.072451747827451
"2563" 8 "LAYING" "tBodyGyroJerkmeanZ" -0.0694123150925926
"2564" 8 "SITTING" "tBodyGyroJerkmeanZ" -0.0445732240217391
"2565" 8 "STANDING" "tBodyGyroJerkmeanZ" -0.0478483225666667
"2566" 8 "WALKING" "tBodyGyroJerkmeanZ" -0.0522683965333333
"2567" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0867903297078947
"2568" 8 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0534090382439024
"2569" 9 "LAYING" "tBodyGyroJerkmeanZ" -0.0569490475
"2570" 9 "SITTING" "tBodyGyroJerkmeanZ" -0.052841489994
"2571" 9 "STANDING" "tBodyGyroJerkmeanZ" -0.0575743131488889
"2572" 9 "WALKING" "tBodyGyroJerkmeanZ" -0.0633406620592308
"2573" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0678080598785714
"2574" 9 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0236327911183673
"2575" 10 "LAYING" "tBodyGyroJerkmeanZ" -0.0590744912758621
"2576" 10 "SITTING" "tBodyGyroJerkmeanZ" -0.048941191502963
"2577" 10 "STANDING" "tBodyGyroJerkmeanZ" -0.0584162547045455
"2578" 10 "WALKING" "tBodyGyroJerkmeanZ" -0.0611262928849057
"2579" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0720413112078947
"2580" 10 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.036502173787234
"2581" 11 "LAYING" "tBodyGyroJerkmeanZ" -0.0666957489649123
"2582" 11 "SITTING" "tBodyGyroJerkmeanZ" -0.0505395462396226
"2583" 11 "STANDING" "tBodyGyroJerkmeanZ" -0.0524732752340426
"2584" 11 "WALKING" "tBodyGyroJerkmeanZ" -0.0342677451
"2585" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0373048405934783
"2586" 11 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.046076149625
"2587" 12 "LAYING" "tBodyGyroJerkmeanZ" -0.0678909002816667
"2588" 12 "SITTING" "tBodyGyroJerkmeanZ" -0.0515634091411765
"2589" 12 "STANDING" "tBodyGyroJerkmeanZ" -0.0482863736885246
"2590" 12 "WALKING" "tBodyGyroJerkmeanZ" -0.0467338151926
"2591" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0653239980021739
"2592" 12 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0653167291865385
"2593" 13 "LAYING" "tBodyGyroJerkmeanZ" -0.0648770419677419
"2594" 13 "SITTING" "tBodyGyroJerkmeanZ" -0.0466121595938776
"2595" 13 "STANDING" "tBodyGyroJerkmeanZ" -0.053926078122807
"2596" 13 "WALKING" "tBodyGyroJerkmeanZ" -0.0636693233473684
"2597" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0512020476
"2598" 13 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0661653916327273
"2599" 14 "LAYING" "tBodyGyroJerkmeanZ" -0.0566171868039216
"2600" 14 "SITTING" "tBodyGyroJerkmeanZ" -0.0520121608148148
"2601" 14 "STANDING" "tBodyGyroJerkmeanZ" -0.0509036177765
"2602" 14 "WALKING" "tBodyGyroJerkmeanZ" -0.0388825919508475
"2603" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0615978795422222
"2604" 14 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0137237620296296
"2605" 15 "LAYING" "tBodyGyroJerkmeanZ" -0.0624334556236111
"2606" 15 "SITTING" "tBodyGyroJerkmeanZ" -0.0524148341983051
"2607" 15 "STANDING" "tBodyGyroJerkmeanZ" -0.052278397190566
"2608" 15 "WALKING" "tBodyGyroJerkmeanZ" -0.0510976492333333
"2609" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0339213064857143
"2610" 15 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0767242496041667
"2611" 16 "LAYING" "tBodyGyroJerkmeanZ" -0.0576790435142857
"2612" 16 "SITTING" "tBodyGyroJerkmeanZ" -0.0588371273536232
"2613" 16 "STANDING" "tBodyGyroJerkmeanZ" -0.0544335294410256
"2614" 16 "WALKING" "tBodyGyroJerkmeanZ" -0.0532986670705882
"2615" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0612136932929787
"2616" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.035416300054902
"2617" 17 "LAYING" "tBodyGyroJerkmeanZ" -0.0604927046338028
"2618" 17 "SITTING" "tBodyGyroJerkmeanZ" -0.051090324421875
"2619" 17 "STANDING" "tBodyGyroJerkmeanZ" -0.0546331330897436
"2620" 17 "WALKING" "tBodyGyroJerkmeanZ" -0.0513807166754098
"2621" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0582518846641304
"2622" 17 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0223482086545833
"2623" 18 "LAYING" "tBodyGyroJerkmeanZ" -0.0593135986615385
"2624" 18 "SITTING" "tBodyGyroJerkmeanZ" -0.0523030404789474
"2625" 18 "STANDING" "tBodyGyroJerkmeanZ" -0.0532384453013699
"2626" 18 "WALKING" "tBodyGyroJerkmeanZ" -0.0502631568175
"2627" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0570591813909091
"2628" 18 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0692536211396552
"2629" 19 "LAYING" "tBodyGyroJerkmeanZ" -0.0599161477951807
"2630" 19 "SITTING" "tBodyGyroJerkmeanZ" -0.0590801684246575
"2631" 19 "STANDING" "tBodyGyroJerkmeanZ" -0.0523769867072603
